school,readingachieve,readingchange,writingachieve,writingchange,mathachieve,mathchange
291404,1.0,12,0.9,5,0.84,5
355224,0.62,1,0.71,4,0.5,-8
444677,0.72,5,0.44,-18,0.44,1
462489,0.68,0,0.72,-12,0.4,-11
11770,0.78,-7,0.76,-7,0.71,-17
123885,0.81,12,0.74,23,0.58,6
90557,0.84,6,0.85,10,0.67,-11
2933,0.67,2,0.37,-32,0.48,17
3131,0.74,-5,0.52,-19,0.48,-23
277495,0.71,9,0.59,-8,0.66,8
11584,0.78,1,0.76,-2,0.65,8
12971,0.68,-14,0.6,-22,0.48,-16
186666,0.67,-6,0.64,-3,0.48,-9
305731,0.71,12,0.59,10,0.39,8
186236,0.55,-6,0.45,-6,0.44,4
505808,0.92,1,0.81,-3,0.69,-4
314617,0.89,0,0.89,7,0.61,3
34762,0.64,-12,0.54,-32,0.5,-29
37125,0.66,-2,0.73,5,0.56,-12
32298,0.72,16,0.63,1,0.58,12
60445,1.0,9,1.0,5,0.86,-5
71960,0.62,3,0.5,-6,0.5,6
80268,0.64,-11,0.67,0,0.47,-20
456756,0.79,-8,0.85,-8,0.71,-3
111465,0.48,-24,0.61,-6,0.33,-34
114472,0.89,9,0.84,14,0.74,-6
116815,0.8,15,0.6,2,0.58,7
383708,0.55,3,0.5,20,0.05,-14
185973,0.68,9,0.53,2,0.62,-2
125482,0.33,-32,0.48,-17,0.19,-41
130893,0.75,7,0.75,7,0.59,7
160172,0.61,-8,0.43,-30,0.35,-27
181323,0.83,1,0.75,1,0.75,-1
181757,0.59,-10,0.62,-13,0.52,-13
195812,0.63,-15,0.67,-15,0.54,-5
384550,0.79,14,0.77,-2,0.74,23
201464,0.85,-1,0.77,-13,0.69,-17
73065,0.74,-14,0.66,-22,0.55,-10
221740,0.88,17,0.44,-10,0.45,-11
233480,0.8,-5,0.69,-12,0.69,-9
244996,0.68,-11,0.57,-15,0.57,-12
485183,0.89,-2,0.89,1,0.8,0
257346,0.52,-14,0.48,-8,0.41,-7
595047,0.47,-13,0.37,-3,0.58,8
263079,0.69,2,0.56,-7,0.47,-1
595861,0.78,7,0.63,-31,0.52,-30
273988,0.42,-23,0.32,-33,0.32,-16
274542,0.65,-11,0.63,-10,0.54,-7
225946,0.82,-12,0.69,-26,0.7,-21
275670,0.72,-9,0.6,-2,0.48,-14
124761,0.66,25,0.38,6,0.28,-22
285684,0.69,7,0.62,24,0.54,0
311251,0.72,-1,0.72,-1,0.67,-6
34808,0.72,-12,0.58,-31,0.58,-6
87934,0.67,9,0.44,-14,0.58,25
334820,0.82,20,0.73,19,0.67,9
336289,0.9,10,0.76,-11,0.74,5
337862,0.76,11,0.7,0,0.7,14
366544,0.9,11,0.81,5,0.71,4
378089,0.85,37,0.92,23,0.74,15
466951,0.5,8,0.41,-1,0.48,0
384259,0.67,2,0.5,-5,0.44,4
412430,0.62,0,0.74,-3,0.68,3
412570,0.67,-6,0.33,-14,0.33,-34
414123,0.32,-30,0.27,-15,0.38,-24
419346,0.73,-3,0.63,-10,0.57,-26
122092,0.59,-9,0.44,-11,0.5,22
451649,0.59,-3,0.49,-5,0.36,-18
472360,0.67,-9,0.53,-28,0.33,-34
480037,0.57,5,0.29,-31,0.49,-2
636037,0.85,24,0.89,25,0.76,28
507946,0.58,-25,0.33,-25,0.33,-25
595993,0.62,-26,0.56,-32,0.5,-6
535281,0.58,-22,0.52,-28,0.45,-23
543438,0.86,1,0.93,3,0.69,7
574287,0.47,-13,0.42,-16,0.44,4
40509,0.65,10,0.62,1,0.5,11
521248,0.69,-12,0.62,-26,0.69,-8
551090,0.83,15,0.85,17,0.71,10
557897,0.67,-3,0.36,-37,0.52,-8
559075,0.78,-15,0.69,-14,0.71,15
547123,0.75,-19,0.72,-24,0.6,-19
337030,0.52,2,0.33,-24,0.52,-5
579190,0.69,6,0.52,-21,0.62,11
585599,0.67,9,0.5,-17,0.65,12
580520,0.9,0,0.86,5,0.86,3
357316,0.57,-18,0.71,7,0.64,-4
594970,0.74,7,0.72,5,0.66,8
612405,0.62,2,0.6,7,0.38,-7
429619,0.71,-16,0.63,-9,0.47,-24
622028,0.79,-6,0.86,-4,0.5,-10
693634,0.73,15,0.73,10,0.55,-8
706930,0.79,17,0.71,0,0.57,-2
720518,0.56,-14,0.55,-22,0.45,-9
716413,0.86,7,0.77,-7,0.72,4
732303,0.91,27,0.91,23,0.65,-10
732311,0.57,-3,0.62,2,0.43,-17
733563,0.64,-3,0.72,-7,0.6,5
732354,0.68,-8,0.5,-26,0.42,-20
733520,0.61,-12,0.52,-21,0.18,-42
737372,0.58,-12,0.57,-17,0.43,-18
744611,0.46,1,0.33,-12,0.22,-13
745391,0.83,0,0.72,-6,0.56,-14
756962,0.57,-1,0.5,-8,0.21,-21
808007,0.7,3,0.76,-6,0.68,12
714208,0.75,17,0.58,16,0.42,0
516651,0.88,6,0.92,13,0.69,-3
685145,0.72,-7,0.77,-1,0.59,-13
770655,0.43,-19,0.5,4,0.14,-32
775061,0.39,-20,0.28,-31,0.28,-1
777935,0.49,1,0.46,-18,0.41,11
779849,0.44,-17,0.5,-6,0.31,-13
781487,0.74,-12,0.64,-12,0.43,-11
782130,0.76,7,0.62,-23,0.48,-21
790044,0.45,-7,0.47,-7,0.4,7
798436,0.89,4,0.79,-6,0.61,-20
809179,0.7,-4,0.65,-13,0.39,-18
805840,0.8,8,0.44,-23,0.32,-35
822566,0.69,4,0.54,-11,0.42,-16
828335,0.64,-21,0.64,-24,0.55,-18
829374,0.76,-2,0.65,-4,0.5,-11
833061,0.66,13,0.53,3,0.42,9
835749,0.65,24,0.67,4,0.4,1
836320,0.64,-11,0.68,8,0.24,9
837199,0.41,1,0.52,15,0.41,13
840815,0.77,3,0.73,1,0.76,17
843342,0.54,-18,0.31,-33,0.31,-13
750905,0.65,-19,0.57,-27,0.5,-14
824690,0.82,8,0.8,0,0.62,7
733199,0.72,-6,0.67,-9,0.42,-40
868914,0.81,16,0.73,36,0.4,-1
697567,0.93,19,0.73,-6,0.73,10
708003,1.0,28,0.86,0,0.82,6
710970,0.86,14,0.88,6,0.79,29
715492,0.9,5,0.81,1,0.71,-4
767339,0.39,-34,0.39,-37,0.28,-23
724009,0.91,23,0.94,24,0.79,6
743984,0.59,-31,0.68,-29,0.65,-16
757748,0.85,-15,0.8,-18,0.68,-18
758108,0.62,-38,0.38,-52,0.38,-52
765155,0.58,4,0.42,-27,0.25,-6
770671,0.82,-5,0.84,2,0.53,-6
771295,0.77,21,0.6,1,0.57,23
788813,0.92,28,0.92,33,0.58,3
803375,0.85,3,0.74,1,0.56,-12
809233,0.71,-13,0.52,-46,0.68,-9
811432,0.8,-8,0.7,-24,0.5,-21
773757,0.7,3,0.6,1,0.42,-7
833142,0.93,23,0.79,-11,0.79,19
834602,1.0,17,1.0,30,0.83,5
843415,0.85,-3,0.65,-12,0.65,19
846015,0.92,14,0.79,-4,0.67,2
856800,0.86,36,0.59,13,0.36,-10
857971,1.0,12,1.0,6,0.78,-10
869673,0.73,-11,0.75,-5,0.62,-6
701745,0.61,9,0.55,0,0.37,3
721212,0.64,-19,0.79,-9,0.43,-3
750336,0.72,-5,0.64,-22,0.44,-24
770744,0.81,7,0.91,19,0.53,12
782181,0.68,23,0.48,10,0.2,-4
785954,0.66,-2,0.66,-16,0.34,-2
791075,0.61,11,0.55,5,0.36,3
798878,0.77,-20,0.83,-9,0.66,-11
804282,0.73,15,0.62,-5,0.5,19
746827,0.64,-3,0.57,-5,0.39,1
719994,0.64,-18,0.91,0,0.64,-9
788031,0.73,-2,0.82,13,0.82,20
385131,0.69,7,0.38,-31,0.31,-38
338010,0.65,4,0.45,-5,0.6,10
540,0.67,6,0.58,-25,0.67,6
1503,0.24,3,0.19,-31,0.24,-12
2542,0.94,15,0.75,-18,0.75,11
7358,0.41,-21,0.28,-34,0.34,-4
11576,0.74,2,0.67,3,0.69,9
11622,0.38,5,0.38,5,0.3,-3
23990,0.54,11,0.48,14,0.41,9
612766,0.41,-21,0.45,-13,0.5,0
26395,0.46,-2,0.36,-16,0.37,-5
467572,0.75,11,0.57,-7,0.54,9
55611,0.51,1,0.3,-18,0.38,-4
72095,0.87,11,0.81,5,0.78,4
58416,0.86,3,0.83,-7,0.74,-5
72222,0.85,16,0.81,11,0.68,-5
72613,0.29,-7,0.18,-21,0.24,-8
82880,0.67,-22,0.72,-17,0.39,-28
82759,0.82,1,0.75,-9,0.61,-16
320005,0.74,8,0.57,0,0.52,-8
98876,0.63,-3,0.63,-6,0.52,0
106526,0.66,5,0.59,-6,0.64,-3
108103,0.72,-13,0.54,-31,0.62,-19
111406,0.74,3,0.53,-6,0.56,-3
155810,0.51,-17,0.46,-8,0.41,-16
430242,0.54,-2,0.57,5,0.46,2
157244,0.75,22,0.67,14,0.42,-5
49603,0.56,6,0.23,-12,0.33,-19
160210,0.61,9,0.64,12,0.44,-8
162221,0.77,7,0.69,-1,0.69,9
163740,0.44,3,0.22,-23,0.26,-42
167738,0.58,-7,0.44,-21,0.42,-9
170500,0.51,-24,0.34,-32,0.31,-41
179752,0.68,-2,0.6,-11,0.56,-3
137743,0.62,21,0.57,26,0.36,-3
190268,0.28,-48,0.12,-48,0.16,-48
191825,0.63,30,0.47,10,0.47,17
201529,0.49,-11,0.29,-19,0.34,-4
203521,0.41,-12,0.25,-14,0.25,-33
217174,0.43,-11,0.43,6,0.36,-6
245038,0.67,-4,0.73,17,0.55,-3
255300,0.64,30,0.58,26,0.58,13
257737,0.43,14,0.33,4,0.33,8
275514,0.62,-18,0.56,-14,0.44,-31
280810,0.9,2,0.88,-1,0.84,-4
283410,0.8,-6,0.8,7,0.64,-13
560766,0.52,-1,0.49,-4,0.35,-2
302664,0.48,-18,0.34,-20,0.34,-19
166600,0.66,18,0.59,18,0.59,11
451436,0.73,6,0.7,28,0.45,28
302716,0.5,-2,0.32,-16,0.41,11
469,0.82,1,0.85,0,0.69,-8
438062,0.61,-7,0.42,-19,0.42,-5
318051,0.65,5,0.57,-5,0.48,-2
321338,0.44,3,0.31,-10,0.25,-19
321370,0.47,-8,0.27,-18,0.27,-15
46639,0.57,5,0.52,11,0.48,5
346780,0.93,13,0.89,11,0.88,8
351466,0.5,-17,0.33,0,0.5,-25
351725,0.71,-1,0.69,6,0.64,7
381568,0.73,-2,0.72,-1,0.72,7
375128,0.4,-30,0.4,-17,0.5,2
378119,0.71,-5,0.62,-18,0.76,-6
622346,0.73,14,0.69,37,0.77,0
384909,0.58,6,0.58,2,0.52,12
403377,0.73,9,0.78,18,0.68,8
410357,0.2,-16,0.38,-6,0.15,-16
410748,0.58,-7,0.44,-16,0.53,-5
411396,0.86,18,0.84,12,0.76,23
417203,0.57,29,0.36,19,0.29,-5
510700,0.85,20,0.75,10,0.8,15
429597,0.79,-5,0.76,5,0.7,-2
433608,0.69,22,0.31,-40,0.23,-18
435317,0.84,0,0.78,-3,0.67,-6
448389,0.62,0,0.67,21,0.86,32
450391,0.2,-53,0.3,-30,0.3,-17
453773,0.53,1,0.29,-4,0.5,21
457418,0.38,-35,0.41,-35,0.45,-12
481017,0.56,-10,0.51,-12,0.46,12
485322,0.58,-15,0.51,-13,0.51,-18
486272,0.86,15,0.81,7,0.77,17
456241,0.59,-12,0.59,5,0.52,3
495638,0.82,-2,0.82,6,0.74,-7
87548,0.38,3,0.15,-12,0.15,-12
218863,0.59,11,0.67,13,0.55,18
515787,0.37,6,0.17,-5,0.17,-5
142565,0.78,-5,0.66,-12,0.59,-2
526436,0.57,-8,0.31,-26,0.29,-25
524883,0.71,10,0.61,-5,0.71,12
525278,0.72,-7,0.58,-19,0.57,-20
527742,0.7,10,0.72,8,0.52,-1
528005,0.57,-3,0.57,5,0.62,-6
530212,0.75,9,0.71,5,0.62,-10
586970,0.89,5,0.88,9,0.77,2
537675,0.85,-4,0.87,1,0.83,-5
539180,0.48,-8,0.59,25,0.37,18
329886,0.7,-1,0.5,-18,0.45,-23
548545,0.53,-11,0.53,-1,0.44,-15
550493,0.69,-8,0.54,-32,0.5,-21
551104,0.74,19,0.7,22,0.56,17
560898,0.47,12,0.2,-27,0.2,-21
563102,0.43,-6,0.43,-13,0.49,8
566225,0.79,1,0.79,10,0.54,-2
569860,0.72,-8,0.72,12,0.67,0
575321,0.31,-21,0.23,-25,0.27,-25
579327,0.6,26,0.55,21,0.51,28
515008,0.72,14,0.64,8,0.58,-7
73745,0.73,-4,0.75,14,0.62,-5
602272,0.75,10,0.75,27,0.71,25
604836,0.52,8,0.49,3,0.47,16
359520,0.59,-9,0.59,6,0.54,5
605816,0.55,14,0.45,1,0.35,1
612707,0.42,-1,0.4,13,0.33,10
131377,0.56,-8,0.47,-42,0.44,8
619000,0.58,2,0.35,-17,0.35,-12
621862,0.67,19,0.62,14,0.67,15
627194,0.75,12,0.47,-5,0.58,-5
700150,0.81,9,0.84,6,0.78,11
714810,0.85,-2,0.88,4,0.69,-4
715751,0.9,1,0.81,-1,0.62,-16
741817,0.71,1,0.5,-20,0.57,0
769703,0.95,15,0.95,15,0.74,9
778672,0.8,2,0.78,2,0.5,-5
788945,0.93,13,0.81,9,0.56,4
790150,0.95,13,0.95,16,0.71,10
815853,0.44,-42,0.36,-59,0.2,-57
821187,0.77,-13,0.66,5,0.5,-11
823651,0.75,-10,0.57,-23,0.52,-14
841722,0.93,2,0.93,7,0.71,-2
847445,0.77,9,0.61,-4,0.39,-20
854727,0.86,3,0.86,-1,0.79,14
857998,0.76,32,0.35,-9,0.29,-15
686247,0.8,-9,0.83,-10,0.6,-26
686891,0.88,9,0.8,-5,0.76,6
710601,0.54,-34,0.58,-39,0.42,-17
694815,0.95,-5,0.95,-5,0.56,4
690538,0.92,-4,0.92,-4,0.87,1
690660,0.7,-4,0.7,-4,0.33,-50
694045,0.9,-4,0.87,-3,0.65,7
695408,0.63,-15,0.67,-8,0.27,-41
703001,0.76,31,0.71,23,0.38,14
785539,0.86,8,0.93,28,0.36,-7
706426,0.85,-9,0.92,0,0.63,-12
714062,0.71,-11,0.73,-11,0.67,-15
704210,0.79,11,0.71,-2,0.67,2
715239,0.82,9,0.64,-9,0.61,28
716146,0.57,-10,0.52,-26,0.17,-39
717444,0.73,-4,0.73,-4,0.57,7
719528,0.92,-8,1.0,0,0.71,-14
720178,0.56,3,0.64,11,0.33,-5
721603,0.62,17,0.55,3,0.28,3
721999,0.72,2,0.78,8,0.61,11
723576,0.8,25,0.85,9,0.56,10
694428,0.84,-8,0.92,-3,0.77,-16
733016,0.83,12,0.78,-15,0.72,8
732435,0.43,-40,0.47,-27,0.4,-17
733954,0.71,-17,0.74,-12,0.52,-26
743704,0.81,9,0.81,3,0.57,-2
744565,0.72,-1,0.83,13,0.5,-23
744751,0.78,-15,0.7,-23,0.48,-23
746177,0.76,5,0.73,-5,0.64,9
747998,0.95,-5,0.95,-3,0.82,-16
748382,0.89,2,0.82,-6,0.74,-4
749290,0.63,3,0.61,7,0.41,-3
748773,0.67,11,0.78,10,0.47,-9
820814,0.91,8,0.91,1,0.78,19
751634,0.76,7,0.8,-1,0.63,-4
752690,0.98,10,0.95,7,0.85,13
752819,0.88,8,0.88,-2,0.64,-16
756334,0.79,13,0.71,16,0.57,5
763462,0.52,20,0.48,7,0.3,12
765023,0.68,14,0.58,-34,0.53,-7
765635,0.91,4,0.91,8,0.76,-7
765759,0.78,14,0.74,6,0.59,-9
766038,0.7,2,0.62,-8,0.6,17
767913,0.65,5,0.6,-10,0.35,-15
768537,0.89,-3,0.92,2,0.81,-6
845182,0.86,34,0.79,32,0.65,12
768790,0.55,3,0.57,-9,0.36,1
769525,0.65,-3,0.57,-8,0.27,-23
772437,0.79,-15,0.87,-7,0.56,-35
773735,0.87,13,0.76,2,0.63,10
785857,0.92,3,0.83,-3,0.56,-20
775444,0.62,-2,0.66,-9,0.29,-20
775819,0.67,24,0.56,5,0.47,24
775843,0.83,15,0.87,7,0.52,4
776637,0.83,-8,0.83,-17,0.83,10
776700,0.5,-39,0.44,-50,0.38,-40
776980,0.86,-2,0.86,-7,0.77,-4
778800,0.79,10,0.79,-2,0.67,0
780235,0.95,3,0.98,16,0.91,36
780499,0.83,14,0.83,0,0.55,-2
780570,0.91,-7,0.88,-6,0.77,-2
780880,0.92,1,0.81,-5,0.67,-1
781380,0.81,23,0.62,-13,0.56,6
781797,0.83,-9,0.58,-34,0.68,-1
782963,0.53,-15,0.63,-14,0.43,-12
783510,0.73,25,0.76,19,0.49,11
784389,0.97,-3,0.97,-3,0.77,-20
784656,0.94,9,0.88,3,0.7,-2
784990,0.43,-27,0.25,-40,0.25,-45
785334,0.76,1,0.7,-3,0.62,6
786276,0.8,-17,0.8,-17,0.72,-15
786497,0.92,4,0.96,4,0.77,-6
786756,0.79,9,0.83,-2,0.67,2
787353,0.73,11,0.7,20,0.43,17
787388,0.57,-6,0.61,-13,0.54,-20
787663,0.62,-19,0.65,-8,0.62,-3
788163,0.78,-14,0.78,-14,0.78,-14
789208,0.85,5,0.65,-35,0.35,-45
789100,0.71,-6,0.57,-28,0.36,-2
789690,0.68,-11,0.78,2,0.57,-17
789917,0.84,0,0.87,1,0.58,-8
789992,0.53,-22,0.47,-38,0.47,-18
792454,0.65,13,0.83,21,0.59,19
791946,0.59,-17,0.59,-30,0.25,-27
791679,0.87,-6,0.8,-13,0.73,-13
793620,0.79,6,0.79,17,0.46,-8
793868,0.93,13,0.8,16,0.73,21
794678,0.7,2,0.68,-12,0.6,-8
795968,0.9,7,0.94,0,0.71,1
796611,0.64,9,0.62,7,0.64,23
797073,1.0,6,0.9,-1,0.85,1
798290,0.88,4,0.88,6,0.71,5
799343,0.5,-3,0.69,4,0.38,-3
799734,0.56,-2,0.61,-9,0.49,-3
800406,0.67,-17,0.6,-35,0.4,-34
800775,0.68,-10,0.8,4,0.49,2
801160,0.71,10,0.64,3,0.54,15
850306,0.76,-10,0.58,-22,0.27,-44
802336,0.84,-6,0.77,-13,0.71,-16
805866,0.65,-4,0.77,-5,0.53,-9
724122,0.64,-11,0.56,-19,0.44,-14
802468,0.77,4,0.72,-1,0.57,1
811564,0.68,4,0.75,-1,0.5,6
816370,0.69,0,0.68,-13,0.51,-18
689807,0.8,32,0.8,35,0.6,2
816760,0.72,25,0.67,-1,0.33,12
817287,0.87,14,0.85,0,0.62,2
818194,0.72,-12,0.78,-11,0.5,8
819239,0.7,-15,0.85,15,0.5,-20
820903,0.87,20,0.77,6,0.48,-6
821055,0.51,-21,0.55,-21,0.29,-30
821578,0.87,-5,0.9,-5,0.78,1
822353,0.79,-5,0.84,6,0.59,-5
822876,0.9,2,0.9,2,0.95,7
823597,0.84,36,0.79,27,0.47,-8
824305,0.6,-12,0.47,-34,0.37,-13
830933,0.68,7,0.68,7,0.5,3
827290,0.93,-3,0.93,5,0.64,-4
832367,0.68,10,0.62,-1,0.45,8
832219,0.78,-14,0.85,16,0.7,-7
832405,0.92,0,0.92,0,0.96,14
834491,0.79,5,0.86,8,0.71,19
835200,1.0,4,0.9,-6,0.86,-1
835480,0.76,-2,0.72,-15,0.48,-26
836133,0.76,-5,0.69,-12,0.4,-13
836435,0.56,-13,0.59,-15,0.36,-16
836524,0.8,0,0.86,6,0.66,9
836656,0.71,-9,0.69,-10,0.54,0
842540,0.6,-15,0.67,-3,0.67,-3
751405,0.47,-23,0.65,-2,0.47,-8
846660,0.94,-1,0.9,-5,0.87,-4
848220,0.7,-6,0.74,-15,0.65,-4
848875,0.77,-15,0.77,-15,0.65,-9
849650,0.89,1,0.85,-1,0.72,10
849812,0.76,23,0.79,14,0.53,12
850047,0.83,-7,0.71,-4,0.56,-9
850209,1.0,0,1.0,0,0.81,-12
850381,0.76,1,0.81,0,0.44,-20
850829,0.74,0,0.76,8,0.45,-19
851078,0.94,-6,0.62,-31,0.62,-25
852511,0.58,-2,0.47,-33,0.32,-13
855243,0.92,7,0.86,5,0.58,-10
855650,0.65,-23,0.52,-33,0.45,-1
856541,0.84,9,0.6,-9,0.6,-5
856932,0.74,2,0.56,-22,0.33,-17
857742,0.58,13,0.71,10,0.52,7
858757,0.97,8,0.91,-1,0.82,-7
859036,0.57,-10,0.63,-13,0.41,-10
859591,0.62,-16,0.44,-42,0.31,-25
784435,0.72,-21,0.91,-4,0.56,-27
864994,0.85,8,0.79,10,0.77,15
866423,0.92,-2,0.85,-6,0.65,-19
2151,0.86,1,0.52,-30,0.56,-5
344930,0.79,11,0.86,23,0.57,25
4499,0.79,-13,0.79,-9,0.61,-19
5479,0.76,-7,0.71,-12,0.82,-1
6602,0.82,-3,0.76,-13,0.5,-15
9172,0.71,6,0.87,4,0.48,-13
329177,0.5,-6,0.7,17,0.38,-1
11088,0.79,2,0.74,-5,0.74,-5
13200,0.9,1,0.82,-5,0.77,4
287801,0.85,3,0.88,3,0.65,-14
18929,0.44,-3,0.56,-15,0.38,-9
19445,0.76,-10,0.64,-6,0.59,-4
19704,0.82,4,0.88,-6,0.65,-7
19720,0.65,-6,0.73,11,0.62,0
20303,0.95,1,0.95,-1,0.93,-3
20745,0.79,-9,0.76,-15,0.84,5
14036,1.0,0,1.0,0,0.91,-9
28614,0.77,31,0.69,23,0.59,13
30104,0.62,5,0.69,-8,0.31,-1
31011,0.91,-3,0.85,-11,0.74,-15
31887,0.81,22,0.72,10,0.72,18
38032,0.71,-5,0.67,-16,0.47,-32
39594,0.98,1,0.95,-2,0.91,-5
41416,0.79,5,0.74,0,0.68,-1
43494,0.81,15,0.74,6,0.64,4
43753,0.96,4,0.96,12,0.88,-4
45446,0.68,4,0.71,-8,0.64,3
47260,0.98,8,0.98,13,0.93,3
48020,0.85,4,0.9,5,0.68,-7
49476,0.67,-12,0.55,-27,0.45,-19
49344,0.77,-11,0.84,-4,0.68,8
50288,0.8,-3,0.88,5,0.56,-5
50679,0.75,-3,0.75,-10,0.47,-16
53244,0.77,-1,0.71,-12,0.71,14
53376,0.83,16,0.67,-4,0.58,-4
55328,1.0,8,0.97,7,0.97,5
56367,0.68,-9,0.68,-22,0.54,-11
57100,0.83,-11,0.88,-6,0.79,-18
60658,0.76,22,0.76,18,0.8,9
60917,0.83,7,0.85,4,0.78,8
61956,0.77,-13,0.83,-3,0.67,-12
63541,0.74,12,0.7,8,0.63,-6
63649,0.83,38,0.46,6,0.43,15
64424,0.87,12,0.83,5,0.78,6
66508,0.62,-16,0.72,-4,0.43,-6
66540,0.79,-11,0.83,-11,0.76,-11
356315,0.83,7,0.95,9,0.75,3
67156,0.85,3,0.87,12,0.67,-7
67547,0.69,-3,0.58,-18,0.38,-24
68713,0.9,45,0.84,36,0.65,26
71749,0.81,5,0.69,-17,0.62,-7
72745,0.79,-7,0.84,-9,0.74,-5
75990,0.57,4,0.49,-4,0.43,8
80020,0.78,2,0.73,2,0.63,-20
425826,0.47,12,0.5,15,0.27,-8
88080,0.63,-24,0.66,-17,0.59,-15
89486,0.75,4,0.69,0,0.55,6
89770,0.77,-9,0.77,-2,0.68,4
90034,1.0,8,0.97,3,0.95,1
90298,0.8,-16,0.8,-20,0.5,-39
100048,0.44,17,0.47,20,0.09,-6
101605,0.67,22,0.69,21,0.46,20
101737,0.81,22,0.73,21,0.58,6
102440,0.74,-8,0.66,-6,0.74,7
102580,0.86,3,0.61,-17,0.79,1
105694,0.96,9,0.83,-13,0.67,-16
106151,0.73,4,0.69,-8,0.56,-6
106178,0.47,0,0.33,7,0.4,19
493104,0.77,1,0.54,-28,0.43,-7
106410,0.73,-20,0.6,-26,0.87,8
107190,0.85,10,0.69,-9,0.65,0
107581,0.82,-4,0.79,-5,0.82,11
107328,0.86,7,0.89,6,0.75,-1
107948,0.52,-21,0.56,-21,0.42,-18
107972,0.61,3,0.52,2,0.36,-29
111775,0.96,0,0.88,-4,0.88,3
113174,0.79,3,0.77,12,0.72,4
123315,0.8,-5,0.79,-13,0.62,-16
125008,0.66,16,0.55,10,0.63,21
125393,0.9,-10,0.85,-15,0.6,-34
125520,0.97,7,1.0,5,0.86,19
127680,0.87,2,0.85,1,0.74,0
127736,0.75,-12,0.83,0,0.46,-34
127884,0.9,2,0.85,-1,0.78,-8
133060,0.81,-7,0.72,-11,0.72,-6
133582,0.74,3,0.51,-13,0.44,-13
134627,0.82,31,0.82,16,0.64,18
134848,0.98,6,0.85,-3,0.83,1
135011,0.86,2,0.77,-7,0.68,-11
135534,0.68,-5,0.67,-20,0.57,-18
135798,1.0,19,1.0,14,0.9,14
137030,0.88,-5,0.88,-8,0.91,4
137090,0.62,0,0.85,14,0.62,20
139041,0.42,-30,0.38,-26,0.33,-10
139955,0.75,20,0.25,-57,0.61,-20
448052,0.75,-19,0.7,-26,0.7,-13
140996,0.54,4,0.5,-18,0.42,0
141771,0.76,6,0.75,2,0.67,13
142816,0.44,-21,0.31,-45,0.28,-31
145548,0.61,-3,0.5,-7,0.47,-5
146978,0.77,21,0.69,21,0.4,16
14001,0.76,-16,0.76,-24,0.76,-16
149055,0.41,1,0.43,6,0.22,6
612634,0.74,6,0.73,6,0.59,-1
151653,0.71,13,0.65,-2,0.55,12
153214,0.85,22,0.79,19,0.67,22
153478,0.87,13,0.87,10,0.9,8
157635,0.83,2,0.7,-17,0.67,-9
158020,0.88,8,0.76,4,0.69,-1
164399,0.4,-1,0.55,4,0.22,-4
164780,0.63,-1,0.59,-16,0.56,2
165824,0.44,-8,0.44,-4,0.32,-1
167517,0.78,12,0.7,10,0.58,5
171280,0.9,5,0.83,8,0.73,3
173363,0.89,-3,0.87,-7,0.83,-11
173495,0.71,-1,0.69,4,0.51,-7
176796,0.77,12,0.68,3,0.45,-12
177261,0.73,29,0.73,-2,0.33,-20
329134,1.0,30,0.93,34,0.53,-3
126195,0.87,17,0.61,-4,0.57,-13
185680,0.8,-8,0.84,1,0.68,-24
186759,0.47,-5,0.37,-30,0.37,-18
190780,0.77,2,0.69,-1,0.46,-14
361348,0.56,18,0.5,0,0.39,1
190918,0.67,-14,0.72,-14,0.39,-13
191485,0.76,-10,0.76,-17,0.57,-12
191957,0.82,3,0.71,1,0.62,7
193518,0.76,7,0.73,4,0.53,-12
195073,0.66,1,0.38,-39,0.34,-17
195464,0.84,10,0.58,15,0.65,-3
196371,0.9,10,0.79,-6,0.76,-5
196550,0.95,18,0.96,12,0.77,29
198781,1.0,0,0.96,-4,0.81,-15
198846,0.71,14,0.56,-18,0.26,-3
286850,0.94,-3,0.87,0,0.74,-15
201510,0.79,-4,0.78,-6,0.64,-13
203262,0.95,1,0.92,14,0.88,10
207942,0.93,45,0.86,24,0.68,30
20486,0.92,4,0.82,-9,0.82,-6
210714,0.68,-5,0.64,-9,0.46,-12
211060,0.57,-9,0.6,-8,0.48,-14
211320,0.5,-12,0.54,-18,0.49,8
211451,0.54,-3,0.38,-12,0.3,-20
211842,0.75,-8,0.7,-8,0.7,-4
211974,0.66,-15,0.66,-17,0.47,-17
212750,0.8,-7,0.9,20,0.4,14
212881,0.79,17,0.63,6,0.63,15
213144,0.73,0,0.93,20,0.73,3
213403,0.29,-29,0.34,-37,0.28,-20
213535,0.53,-11,0.5,-8,0.28,-25
216003,0.77,-6,0.64,-13,0.64,-8
216402,0.68,-4,0.66,-6,0.47,-17
216780,0.48,12,0.48,8,0.44,7
217697,0.64,-17,0.59,-26,0.66,-7
217824,0.66,-17,0.69,-7,0.53,-19
221597,0.64,5,0.56,-7,0.44,9
223158,0.58,-5,0.68,11,0.4,-17
225622,0.7,-3,0.76,-2,0.55,-5
225886,0.58,8,0.69,19,0.42,-5
229580,0.72,16,0.69,5,0.66,40
229652,0.76,-6,0.76,3,0.52,-21
230820,0.57,2,0.47,-9,0.39,-3
232262,0.72,20,0.56,-2,0.31,-8
232904,0.81,6,0.56,-11,0.44,2
233161,0.75,-11,0.84,-4,0.6,-15
